age,booking_lead_time,trip_length,cabin_type,group_size,loyalty_status,paid_in_full,prior_cruises,customer_income,email_engagement_score,phone_verified,has_insurance,on_mailing_list,website_visits_last_month,survey_participation,preferred_contact_method,travel_history_score,referral_source,gift_certificate_used,canceled
27,89,5,Oceanview,3,Silver,0,2,85493.41,0.52,1,1,0,4,Yes,Phone,49.64,Social Media,0,0
22,178,10,Suite,5,None,0,1,61074.43,0.62,0,1,1,4,Yes,Text,43.73,Social Media,0,0
76,197,14,Balcony,2,Gold,1,3,70521.79,0.35,1,0,1,7,No,Text,69.17,Social Media,0,0
27,307,5,Balcony,6,Platinum,1,1,83419.1,0.32,1,0,1,3,No,Phone,60.2,Social Media,0,0
50,267,5,Interior,2,Silver,1,2,49381.67,0.31,1,0,1,4,Partial,Text,37.86,Ad,0,1
71,268,5,Interior,3,None,1,5,82594.29,0.31,1,0,1,3,No,Email,63.11,Search Engine,0,0
55,74,5,Balcony,2,None,0,1,51875.53,0.6,0,0,1,2,Partial,Phone,53.04,Search Engine,0,1
30,8,3,Balcony,3,Silver,1,7,115374.17,0.41,1,0,0,3,Yes,Text,51.31,Search Engine,0,1
48,297,14,Balcony,3,Silver,1,2,81989.87,0.31,0,0,1,2,Yes,Phone,56.55,Search Engine,0,0
64,164,5,Interior,1,Silver,1,1,100826.76,0.4,1,1,0,2,Partial,Text,62.17,Friend,0,1
53,85,7,Interior,5,None,1,0,31822.8,0.61,1,1,1,2,No,Email,52.85,Friend,0,0
62,72,3,Balcony,3,Gold,1,2,102692.73,0.6,1,1,0,3,Yes,Text,46.04,Ad,0,0
41,55,10,Interior,4,None,1,3,129916.71,0.65,1,0,1,2,No,Phone,81.33,Search Engine,0,0
69,47,10,Oceanview,1,Silver,1,3,88528.32,0.46,1,1,1,4,Partial,Text,49.4,Friend,0,1
73,238,14,Interior,3,Gold,1,3,100664.23,0.8,1,0,1,1,No,Email,70.05,Search Engine,0,0
32,104,10,Interior,2,Silver,0,1,77857.46,0.66,1,0,0,2,No,Email,41.57,Ad,0,1
46,210,5,Balcony,4,None,1,1,96258.63,0.32,1,0,0,3,No,Email,37.31,Social Media,0,0
25,42,5,Balcony,2,Silver,1,1,133035.48,0.62,0,0,1,4,No,Text,64.55,Ad,1,0
22,316,7,Oceanview,8,None,1,2,152387.74,0.5,1,0,1,0,Partial,Phone,46.19,Friend,0,0
46,268,5,Interior,3,Gold,1,1,94515.42,0.48,1,1,0,3,No,Text,20.9,Friend,0,0
64,263,7,Balcony,1,None,0,2,54409.56,0.5,0,0,1,1,Yes,Text,46.92,Friend,0,1
21,336,3,Interior,4,None,1,1,103699.21,0.4,1,0,1,2,No,Text,57.61,Ad,0,0
29,259,3,Oceanview,6,None,1,2,47870.72,0.65,1,0,1,2,No,Phone,39.55,Ad,0,1
62,283,7,Suite,2,Gold,0,3,66267.45,0.41,0,1,0,7,Yes,Email,37.71,Ad,0,0
19,114,7,Interior,2,Silver,0,1,69694.41,0.42,0,1,1,3,Yes,Email,52.9,Search Engine,0,0
44,363,10,Suite,2,Silver,1,3,146235.25,0.61,1,1,1,3,Yes,Email,32.88,Friend,0,0
48,40,3,Interior,3,Silver,1,1,127861.27,0.83,1,0,1,3,Yes,Phone,54.61,Ad,0,0
68,220,7,Oceanview,2,Gold,1,3,121648.8,0.43,1,1,0,3,No,Text,65.53,Ad,0,0
68,129,5,Oceanview,5,None,0,5,109623.16,0.31,1,0,1,3,No,Text,69.51,Search Engine,0,0
53,8,3,Suite,3,Silver,1,2,57747.71,0.67,1,1,0,3,No,Text,40.23,Friend,0,0
53,101,7,Interior,4,Silver,1,3,92086.51,0.53,1,1,1,4,No,Phone,76.69,Social Media,0,0
43,176,5,Oceanview,3,None,1,1,140137.53,0.58,1,0,1,3,No,Text,58.81,Social Media,0,0
60,107,5,Suite,1,None,1,2,98426.1,0.51,1,1,0,2,Yes,Phone,39.92,Friend,1,1
44,101,5,Oceanview,2,None,0,0,115904.42,0.59,1,0,1,8,No,Email,43.68,Search Engine,1,0
22,260,5,Oceanview,6,None,0,2,36705.16,0.55,1,0,0,2,No,Email,39.52,Friend,0,1
37,246,3,Interior,5,None,1,0,106656.27,0.42,1,1,0,4,Partial,Phone,19.2,Social Media,0,1
28,275,3,Balcony,2,None,1,1,53370.01,0.61,0,0,0,2,No,Email,71.31,Ad,0,0
79,32,5,Interior,4,Silver,1,3,78372.94,0.58,1,1,1,4,No,Phone,53.25,Friend,0,0
27,137,3,Interior,3,None,0,1,127660.95,0.44,0,0,0,1,No,Text,59.75,Social Media,0,0
57,12,7,Oceanview,4,None,0,1,95414.89,0.47,0,1,0,2,No,Email,51.49,Ad,0,1
55,302,5,Oceanview,2,Platinum,0,3,109450.48,0.38,1,1,0,0,Partial,Email,27.32,Friend,1,0
23,16,5,Suite,2,Silver,0,4,79450.58,0.57,1,1,0,1,No,Text,55.19,Search Engine,0,0
25,129,5,Suite,2,None,1,0,27219.61,0.57,1,0,1,1,No,Text,64.34,Social Media,0,0
40,63,7,Balcony,2,Silver,0,0,56941.51,0.49,0,0,0,3,No,Phone,64.24,Ad,0,1
64,109,10,Balcony,3,None,1,2,105407.29,0.33,1,1,1,4,Partial,Email,66.38,Ad,0,0
43,21,10,Balcony,3,None,1,1,95041.41,0.2,1,1,1,6,Partial,Text,50.76,Search Engine,0,1
63,158,10,Interior,1,None,1,0,134873.05,0.47,1,0,1,4,Partial,Email,14.48,Social Media,0,1
60,269,7,Balcony,2,Platinum,1,0,88798.1,0.54,1,0,0,6,Yes,Email,60.18,Ad,0,0
29,162,7,Interior,1,Silver,0,2,58215.87,0.6,1,1,1,1,No,Email,51.07,Search Engine,1,1
43,260,7,Oceanview,3,Gold,1,3,84225.26,0.67,1,1,0,4,No,Email,79.92,Social Media,0,0
30,102,5,Balcony,1,Platinum,0,2,114934.83,0.45,1,1,1,2,No,Phone,78.43,Search Engine,0,0
57,223,5,Oceanview,4,Platinum,1,4,32287.14,0.26,1,1,1,6,Yes,Text,66.51,Search Engine,0,1
79,59,5,Balcony,3,Silver,1,2,95369.44,0.42,1,0,1,1,Partial,Email,29.35,Search Engine,0,0
35,247,14,Interior,3,Silver,1,1,47185.19,0.83,0,1,1,4,No,Text,33.37,Search Engine,0,0
42,128,7,Balcony,5,None,1,1,89881.4,0.75,1,0,1,1,No,Text,57.84,Social Media,0,0
50,283,10,Interior,3,None,1,1,106793.32,0.56,1,0,0,5,No,Phone,32.52,Search Engine,0,1
64,325,5,Balcony,2,Silver,1,1,101556.21,0.44,0,0,1,4,No,Phone,63.26,Search Engine,0,1
57,25,7,Balcony,1,Silver,0,1,125211.66,0.49,1,0,1,2,No,Email,63.88,Ad,0,1
77,131,3,Oceanview,2,Platinum,1,2,92521.92,0.76,1,0,1,3,No,Email,73.41,Social Media,0,0
60,353,5,Interior,2,None,1,1,100407.46,0.53,1,1,1,4,No,Phone,66.4,Social Media,0,0
29,196,10,Interior,3,Silver,0,4,101456.62,0.44,1,1,1,3,Yes,Text,44.19,Search Engine,0,0
61,281,7,Interior,2,Silver,1,0,55908.26,0.7,1,1,1,2,No,Text,49.03,Search Engine,1,0
53,154,5,Balcony,5,None,1,4,81175.64,0.21,0,0,1,1,Yes,Phone,37.29,Friend,0,1
65,133,10,Suite,2,Silver,1,1,11230.35,0.35,1,1,1,7,Yes,Email,54.01,Search Engine,0,0
21,227,5,Interior,3,Silver,1,2,96306.42,0.38,1,1,0,3,No,Email,17.37,Social Media,0,0
22,189,14,Balcony,1,None,1,1,2452.61,0.65,1,0,1,2,Yes,Email,45.61,Ad,1,1
73,265,5,Balcony,2,Silver,1,5,110472.88,0.42,1,0,1,3,Partial,Phone,60.49,Social Media,0,0
54,134,5,Oceanview,3,None,1,4,134599.35,0.23,1,0,0,6,No,Phone,59.25,Ad,0,0
25,211,5,Balcony,3,None,1,1,99961.8,0.4,1,0,1,5,No,Text,63.02,Search Engine,0,0
59,60,3,Balcony,6,Silver,1,0,104592.29,0.43,0,0,1,4,Yes,Phone,34.11,Friend,0,0
66,364,3,Interior,4,None,1,3,121146.16,0.49,1,1,0,1,Yes,Email,30.74,Ad,0,1
45,364,7,Interior,1,None,0,2,71955.03,0.52,1,1,0,1,No,Text,58.94,Social Media,0,1
48,213,10,Interior,2,None,1,2,46825.17,0.65,1,1,1,1,Partial,Email,35.68,Search Engine,1,0
75,216,10,Suite,1,None,1,0,82420.38,0.45,1,1,1,2,Yes,Email,32.43,Ad,0,0
26,226,3,Suite,3,None,0,1,62112.25,0.41,0,0,1,4,No,Text,53.21,Friend,0,1
71,131,7,Balcony,3,None,0,1,87302.86,0.51,1,0,0,4,Yes,Email,49.6,Friend,0,1
68,76,3,Interior,6,Silver,0,3,92642.14,0.54,1,0,0,4,No,Text,85.83,Friend,0,1
46,286,3,Oceanview,3,Gold,0,1,70653.46,0.41,1,0,1,7,No,Email,55.58,Search Engine,0,1
31,277,7,Interior,3,None,1,2,63588.43,0.24,1,1,1,3,Yes,Email,52.6,Ad,1,0
57,156,7,Interior,4,None,1,1,20376.05,0.43,1,1,1,5,No,Text,41.63,Ad,0,1
58,248,3,Balcony,6,None,1,2,79935.52,0.62,1,0,1,4,Partial,Email,62.4,Search Engine,0,0
39,218,3,Suite,6,None,1,1,71894.59,0.49,0,0,0,3,No,Email,49.55,Ad,0,0
28,190,14,Suite,3,Silver,1,1,74021.85,0.69,1,1,0,4,Yes,Text,42.22,Search Engine,0,0
40,163,3,Balcony,2,Gold,1,0,106949.07,0.58,1,1,1,2,Yes,Text,46.87,Friend,0,0
18,180,7,Interior,1,Gold,0,0,143958.26,0.42,0,1,0,4,Partial,Text,44.99,Ad,0,0
63,34,7,Interior,2,None,1,2,74293.62,0.72,1,0,1,3,No,Phone,48.8,Friend,0,1
54,41,3,Oceanview,2,Platinum,1,1,96581.6,0.37,1,0,1,7,No,Email,83.81,Search Engine,0,0
38,307,5,Balcony,2,None,1,2,92621.17,0.25,1,0,0,5,Yes,Text,59.63,Friend,1,0
43,338,5,Balcony,3,Silver,1,2,119039.5,0.55,1,1,1,2,Partial,Email,47.24,Social Media,0,0
63,314,10,Oceanview,3,Silver,0,3,57646.66,0.38,1,0,1,2,No,Text,49.15,Search Engine,0,1
53,75,7,Oceanview,2,Silver,0,2,56761.25,0.49,1,0,0,4,Yes,Email,29.09,Social Media,0,0
71,279,7,Interior,2,None,0,1,60256.65,0.34,1,1,1,3,Yes,Email,22.92,Search Engine,0,1
40,176,14,Interior,2,None,1,2,16974.73,0.5,1,0,0,5,Partial,Text,61.18,Friend,0,1
74,150,10,Oceanview,3,Silver,0,0,83619.85,0.57,0,1,1,5,No,Text,60.88,Friend,0,0
18,273,7,Interior,3,None,1,1,53420.54,0.59,0,0,1,3,Yes,Phone,56.08,Friend,1,0
71,325,7,Oceanview,2,None,0,2,92535.33,0.33,1,0,1,3,No,Text,72.3,Social Media,1,0
72,108,7,Balcony,4,Silver,1,1,13227.64,0.3,1,1,1,2,No,Text,53.29,Friend,0,0
68,139,7,Oceanview,3,None,1,2,83289.73,0.56,0,0,0,3,No,Text,62.24,Social Media,0,1
57,350,7,Interior,2,Silver,0,0,77314.88,0.44,0,0,1,4,Yes,Phone,48.9,Social Media,0,0
32,271,7,Interior,2,None,1,1,68651.12,0.42,1,0,1,5,No,Email,12.52,Ad,0,1
38,347,3,Oceanview,2,Gold,0,2,114946.15,0.48,1,1,1,4,Yes,Phone,67.49,Ad,0,0
64,289,7,Oceanview,4,None,1,2,60861.74,0.47,0,1,0,3,Yes,Email,35.45,Ad,0,0
26,212,5,Oceanview,2,Gold,0,0,94111.95,0.56,0,1,1,8,Yes,Text,53.88,Search Engine,0,0
70,272,3,Oceanview,6,None,0,1,66045.08,0.57,1,1,1,0,Yes,Text,39.45,Social Media,0,0
26,66,3,Oceanview,2,Silver,1,1,134771.23,0.65,0,1,0,5,Yes,Text,53.99,Friend,0,0
27,248,7,Balcony,4,Gold,1,1,80891.21,0.46,1,0,1,4,Partial,Phone,75.05,Ad,0,0
69,156,7,Oceanview,6,None,1,2,105274.24,0.65,0,1,0,1,Partial,Phone,58.97,Search Engine,0,0
74,47,5,Balcony,2,None,0,2,103290.75,0.59,1,0,0,3,Yes,Text,62.22,Social Media,0,1
70,201,7,Oceanview,1,None,1,1,119368.86,0.63,1,1,1,3,No,Phone,47.37,Search Engine,0,1
43,148,7,Interior,4,None,1,2,89382.5,0.33,1,1,0,3,No,Text,45.72,Friend,0,0
58,124,5,Oceanview,3,Silver,1,1,45476.17,0.48,0,1,0,5,Yes,Phone,45.47,Ad,0,0
52,1,7,Oceanview,1,None,1,2,98289.45,0.78,1,0,0,2,Yes,Text,61.46,Social Media,1,0
69,247,10,Suite,1,Gold,1,0,93314.16,0.29,1,1,1,4,No,Phone,50.45,Search Engine,0,0
42,343,10,Balcony,3,Silver,1,1,-6085.34,0.77,1,0,0,1,No,Email,60.37,Ad,0,0
43,128,7,Suite,2,None,0,1,34842.29,0.76,1,0,1,5,No,Text,47.34,Ad,0,0
28,191,7,Suite,3,Gold,1,2,106178.24,0.61,1,1,1,4,No,Phone,65.23,Social Media,1,0
55,67,3,Balcony,3,None,1,2,127611.83,0.3,1,0,0,2,Yes,Phone,60.43,Ad,0,1
19,4,5,Oceanview,3,None,1,3,82519.01,0.47,1,0,0,1,No,Text,51.69,Search Engine,0,1
24,303,3,Oceanview,4,None,1,0,109276.96,0.62,1,1,1,1,Yes,Phone,60.22,Social Media,0,0
35,294,14,Suite,3,Silver,0,1,88274.8,0.3,1,1,1,4,No,Email,65.5,Social Media,0,0
44,143,3,Balcony,2,None,1,1,86092.22,0.6,1,1,0,0,No,Email,77.8,Ad,0,0
51,191,5,Interior,3,Silver,1,1,80704.64,0.52,1,1,0,3,No,Phone,39.48,Friend,0,0
44,21,10,Balcony,3,None,1,1,87421.67,0.41,1,0,1,5,No,Text,63.23,Friend,0,0
34,227,14,Interior,3,Platinum,0,1,96652.17,0.33,1,0,1,4,Yes,Phone,60.3,Friend,0,0
60,313,10,Oceanview,5,Silver,0,0,72948.54,0.72,1,0,0,1,No,Phone,63.9,Search Engine,0,1
76,117,3,Interior,5,None,1,2,122400.99,0.62,1,0,1,2,Partial,Email,43.02,Social Media,0,0
61,302,3,Balcony,1,Silver,1,1,54993.84,0.48,1,1,1,3,Partial,Phone,51.55,Ad,0,0
76,142,5,Balcony,4,Silver,1,2,136034.34,0.51,1,0,1,3,No,Text,42.95,Friend,0,0
68,39,3,Interior,2,None,0,1,78535.25,0.46,1,0,1,4,Yes,Email,55.27,Ad,0,0
71,355,3,Interior,4,None,1,2,83438.97,0.23,1,1,1,2,Partial,Phone,37.04,Friend,0,0
41,252,7,Interior,4,None,0,2,66169.99,0.69,1,0,0,5,No,Text,70.45,Friend,0,0
42,333,14,Balcony,3,Gold,0,2,97282.67,0.53,1,0,1,2,Yes,Email,52.08,Ad,0,0
24,207,5,Oceanview,3,Silver,0,4,73700.21,0.64,0,0,1,3,No,Text,75.88,Search Engine,0,0
69,210,7,Interior,2,None,1,0,70737.24,0.43,1,0,1,5,Yes,Text,40.1,Ad,0,1
23,115,7,Interior,3,None,1,2,103389.13,0.51,1,0,1,4,No,Text,53.02,Ad,0,1
70,225,5,Oceanview,1,None,0,2,119835.33,0.55,1,1,1,5,No,Phone,51.54,Search Engine,0,1
41,134,7,Interior,2,Silver,1,4,53736.83,0.65,0,1,1,2,Partial,Email,59.98,Search Engine,0,0
50,251,5,Balcony,3,Silver,1,2,109767.35,0.77,1,0,0,1,No,Phone,61.37,Ad,0,0
66,219,3,Interior,2,Platinum,1,1,122436.75,0.45,0,0,0,4,No,Email,30.04,Search Engine,0,0
46,91,10,Balcony,3,None,1,1,32050.21,0.45,1,1,1,4,No,Text,67.82,Friend,0,0
60,354,3,Interior,3,None,1,0,59617.78,0.46,1,0,1,5,No,Text,63.38,Search Engine,0,0
39,46,14,Oceanview,2,None,1,0,121714.95,0.41,1,0,1,1,Partial,Phone,27.55,Ad,0,0
43,38,5,Interior,1,Gold,1,5,96194.67,0.9,1,0,1,1,Yes,Text,71.61,Search Engine,0,0
45,142,7,Balcony,3,None,1,2,136278.72,0.25,1,1,1,3,No,Text,31.06,Social Media,0,1
67,100,7,Suite,4,None,1,3,79680.71,0.9,1,1,0,3,No,Text,54.16,Search Engine,0,0
38,328,3,Suite,4,Silver,1,1,69219.06,0.6,1,1,1,2,No,Email,45.57,Friend,0,0
66,190,3,Oceanview,2,None,1,0,125840.88,0.49,0,1,0,3,No,Email,47.29,Social Media,1,0
24,35,7,Oceanview,3,None,0,1,59931.59,0.37,1,0,1,7,Yes,Phone,44.86,Friend,0,1
34,147,10,Balcony,4,Silver,0,2,77678.09,0.49,1,1,0,3,No,Email,57.85,Friend,0,1
37,30,10,Balcony,2,None,0,1,101784.5,0.42,0,0,1,2,No,Text,36.71,Social Media,0,0
58,334,7,Interior,3,None,0,2,104753.91,0.71,1,1,1,2,Yes,Text,64.11,Friend,0,1
66,84,10,Balcony,2,None,1,3,61070.42,0.59,1,1,0,4,Yes,Text,58.03,Social Media,0,1
37,281,7,Oceanview,5,None,1,3,92820.53,0.75,1,1,0,4,Yes,Phone,47.58,Friend,0,0
71,344,10,Interior,3,None,1,3,76272.9,0.46,1,1,1,1,No,Text,63.17,Ad,0,1
39,270,7,Interior,6,Platinum,1,3,34518.19,0.52,0,0,0,3,No,Text,42.38,Friend,0,0
45,154,7,Interior,3,None,1,0,71167.6,0.49,1,1,1,2,Partial,Phone,49.38,Social Media,0,0
78,102,10,Oceanview,5,Silver,1,1,35971.35,0.44,1,1,1,2,Yes,Email,27.49,Ad,0,0
57,215,5,Interior,4,None,0,1,65216.23,0.35,1,0,1,3,No,Email,41.63,Ad,0,0
66,150,10,Interior,1,None,1,0,48952.06,0.61,1,1,0,3,No,Email,36.87,Search Engine,0,0
24,83,7,Interior,4,None,1,1,108214.75,0.55,0,1,1,6,No,Phone,23.64,Search Engine,0,0
18,110,5,Oceanview,2,None,0,3,94010.92,0.49,1,0,0,6,No,Phone,47.66,Search Engine,1,1
49,275,3,Balcony,4,None,0,1,131158.66,0.58,1,0,1,6,No,Text,48.29,Ad,0,1
30,201,5,Oceanview,3,None,1,0,57347.05,0.44,0,0,1,0,Yes,Text,54.45,Search Engine,0,1
47,284,7,Interior,2,Silver,0,2,88698.27,0.5,1,0,1,2,Partial,Phone,58.66,Ad,0,0
40,173,10,Interior,1,None,1,0,51910.8,0.63,1,0,1,5,Yes,Phone,46.61,Search Engine,0,1
68,327,3,Suite,2,Platinum,0,2,66052.54,0.65,1,0,1,4,No,Text,57.47,Friend,0,1
76,206,10,Oceanview,2,None,1,2,73016.0,0.73,1,1,1,1,Yes,Text,63.43,Search Engine,0,0
73,63,10,Oceanview,5,None,1,1,144209.42,0.33,1,0,1,2,No,Text,66.47,Social Media,0,0
36,73,5,Interior,2,None,0,3,95916.7,0.36,1,1,0,2,No,Email,58.67,Search Engine,0,1
79,251,10,Balcony,3,None,1,1,81167.12,0.33,1,0,1,1,Yes,Email,57.33,Ad,0,1
49,124,14,Oceanview,4,Gold,1,1,117370.29,0.4,1,1,1,1,Yes,Text,35.23,Social Media,0,0
47,121,10,Interior,4,Silver,1,2,105189.86,0.45,1,0,0,2,Yes,Phone,62.14,Social Media,0,0
46,275,10,Interior,2,None,1,1,83317.51,0.57,1,1,1,2,No,Email,35.12,Ad,0,0
66,120,14,Oceanview,3,None,0,1,105255.82,0.67,1,1,1,2,No,Text,54.83,Social Media,0,1
62,317,7,Balcony,5,Gold,1,2,75827.24,0.44,0,1,1,1,Partial,Email,59.95,Social Media,0,0
46,164,5,Balcony,6,None,1,1,174569.19,0.59,0,0,1,7,Yes,Phone,56.47,Social Media,0,0
47,286,10,Balcony,2,None,1,1,121600.38,0.69,1,0,1,5,Yes,Phone,10.52,Search Engine,1,1
33,265,7,Balcony,3,None,1,2,72802.22,0.43,0,0,1,2,Yes,Phone,62.08,Social Media,0,0
57,320,7,Interior,4,None,1,2,107777.27,0.46,1,0,1,2,Yes,Text,72.63,Friend,0,0
36,161,5,Oceanview,3,None,1,1,101466.71,0.51,1,0,1,1,No,Text,26.23,Friend,0,0
35,308,10,Balcony,3,Gold,0,1,93493.29,0.25,1,0,1,1,Partial,Email,52.66,Search Engine,0,0
18,89,3,Interior,4,Silver,1,2,100443.56,0.58,1,1,1,2,Yes,Text,47.18,Search Engine,0,0
31,142,14,Balcony,3,Silver,1,1,60626.93,0.32,1,1,1,4,No,Text,50.69,Friend,0,0
68,203,5,Interior,1,None,1,4,71948.27,0.62,1,1,1,3,No,Text,69.26,Social Media,0,0
64,309,3,Oceanview,5,Silver,1,1,134760.74,0.44,1,0,0,2,Partial,Email,53.61,Friend,0,0
67,227,7,Balcony,2,Silver,1,0,91120.57,0.42,1,0,0,6,No,Text,35.32,Ad,0,0
19,334,3,Balcony,1,Silver,0,3,63992.48,0.35,1,1,0,10,Partial,Phone,40.03,Social Media,0,0
71,222,7,Balcony,4,None,0,0,80794.55,0.58,1,0,0,0,No,Text,38.38,Friend,0,0
45,41,14,Interior,4,Platinum,1,1,68974.64,0.58,1,0,1,3,No,Text,21.96,Friend,0,0
66,196,10,Balcony,3,None,1,0,111931.79,0.43,1,0,1,2,Yes,Phone,41.76,Social Media,0,0
67,68,3,Oceanview,4,Platinum,0,4,68174.84,0.77,1,1,1,4,Partial,Email,60.14,Social Media,0,1
47,264,3,Oceanview,2,None,1,1,86324.03,0.51,1,1,1,5,No,Text,55.0,Social Media,0,0
55,2,10,Suite,2,None,1,1,65124.44,0.5,1,1,1,1,No,Text,52.57,Search Engine,0,0
68,361,14,Balcony,3,None,0,2,151237.24,0.51,0,1,1,1,No,Text,45.67,Ad,0,0
21,125,7,Interior,4,Gold,0,1,103876.57,0.4,1,1,0,4,Yes,Text,48.9,Search Engine,0,1
18,110,7,Balcony,5,None,1,2,102687.83,0.35,1,1,0,3,Yes,Phone,58.1,Friend,0,0
25,86,5,Interior,3,Gold,1,2,105934.82,0.44,0,0,1,3,Yes,Text,62.73,Ad,0,0
46,120,10,Interior,5,Gold,1,1,73161.39,0.6,0,1,1,2,Partial,Email,54.5,Search Engine,1,1
72,127,7,Oceanview,2,Silver,1,2,130638.04,0.22,1,0,1,4,No,Phone,33.71,Friend,0,0
56,255,5,Suite,1,Silver,0,1,82969.56,0.28,1,1,0,2,No,Phone,43.56,Social Media,0,1
20,183,5,Interior,4,Silver,1,1,138184.16,0.41,1,0,1,0,No,Email,56.55,Friend,0,0
49,16,10,Balcony,7,Silver,1,2,75255.87,0.23,1,0,1,0,No,Text,40.04,Social Media,0,0
27,62,3,Interior,4,None,1,1,106464.41,0.29,1,0,0,1,Yes,Text,40.74,Search Engine,0,0
27,158,5,Balcony,4,Silver,1,2,90004.67,0.62,1,0,1,2,Yes,Text,60.49,Friend,0,0
36,268,7,Oceanview,4,Gold,1,0,93029.36,0.43,1,0,1,3,Partial,Email,61.87,Ad,0,0
63,35,3,Balcony,5,None,0,2,34899.47,0.37,1,0,1,2,Yes,Phone,35.6,Friend,0,1
51,267,3,Interior,3,Platinum,1,3,55504.0,0.52,1,1,0,2,No,Text,29.7,Social Media,0,0
77,64,10,Balcony,2,None,1,1,130298.66,0.52,0,1,0,1,No,Email,31.87,Search Engine,0,0
50,50,10,Suite,6,None,1,0,46335.43,0.67,0,1,1,3,No,Email,60.03,Ad,0,0
40,255,10,Balcony,4,None,0,3,111760.91,0.23,1,1,1,3,Partial,Text,37.34,Ad,0,0
72,149,10,Oceanview,4,None,1,0,162999.38,0.36,1,1,1,2,Yes,Email,41.96,Search Engine,0,0
45,325,7,Suite,1,Gold,1,0,101590.32,0.41,0,1,0,3,No,Text,31.5,Search Engine,0,0
49,304,10,Interior,1,Platinum,1,0,148802.44,0.56,1,0,1,1,No,Text,50.21,Friend,0,0
67,276,5,Balcony,3,Gold,1,3,105763.38,0.93,1,0,1,5,Partial,Text,46.47,Friend,0,0
24,357,7,Balcony,3,Platinum,0,1,92885.72,0.59,1,1,1,3,Partial,Phone,56.65,Ad,0,0
46,172,14,Interior,3,None,1,2,96239.36,0.46,1,0,1,5,Yes,Email,55.14,Friend,0,0
25,201,5,Oceanview,1,None,0,2,79678.67,0.32,1,0,1,6,No,Phone,20.81,Social Media,0,1
18,324,5,Interior,1,Silver,0,1,78756.74,0.3,0,1,1,1,Partial,Text,55.29,Social Media,0,0
74,35,7,Oceanview,3,Gold,0,1,69245.18,0.64,1,0,1,3,Yes,Email,48.7,Friend,0,0
72,216,3,Balcony,1,None,1,2,97695.93,0.38,0,0,0,4,No,Text,68.48,Ad,0,0
20,65,3,Oceanview,1,Platinum,1,4,151011.55,0.45,1,0,1,2,No,Email,37.65,Friend,1,0
41,8,10,Oceanview,6,Silver,1,0,127734.18,0.75,1,1,1,3,No,Text,58.25,Search Engine,0,0
40,301,14,Interior,2,Platinum,1,2,91146.25,0.24,1,1,0,4,No,Email,51.36,Search Engine,0,0
76,343,7,Oceanview,3,None,0,3,103426.29,0.54,1,0,1,5,No,Text,37.17,Ad,1,0
78,332,3,Interior,2,None,0,2,82438.19,0.36,1,0,1,4,No,Text,65.98,Ad,1,1
25,76,3,Balcony,1,Gold,1,0,127643.81,0.75,0,0,1,3,No,Phone,56.02,Search Engine,0,0
71,174,10,Interior,1,Gold,1,2,36031.06,0.36,1,1,0,4,Partial,Phone,44.86,Search Engine,0,0
74,47,7,Balcony,1,None,1,1,142917.79,0.6,1,0,0,2,No,Email,37.0,Social Media,0,0
64,15,5,Oceanview,1,Platinum,1,2,68642.55,0.23,1,0,1,3,Yes,Email,67.32,Friend,0,0
54,361,7,Oceanview,3,Gold,0,0,73478.52,0.73,0,0,0,1,No,Phone,62.89,Ad,0,0
20,147,5,Balcony,5,None,1,2,48318.34,0.64,1,0,0,6,Partial,Text,50.17,Search Engine,0,0
68,26,7,Oceanview,1,None,1,2,89642.54,0.42,1,0,1,2,Yes,Text,49.77,Ad,0,1
50,308,10,Oceanview,2,None,1,1,64574.12,0.56,1,1,1,4,No,Email,33.18,Search Engine,0,0
45,93,7,Interior,4,None,0,1,119904.58,0.64,1,0,1,5,No,Email,70.57,Ad,0,1
64,232,7,Oceanview,2,Silver,1,2,105253.95,0.52,1,1,1,2,Partial,Text,33.26,Ad,0,0
25,21,5,Interior,3,None,0,1,64190.43,0.44,0,0,1,3,Partial,Phone,63.57,Social Media,0,1
51,307,10,Interior,2,Silver,0,2,58691.43,0.49,1,0,0,2,No,Email,80.3,Social Media,0,0
52,38,7,Oceanview,5,Silver,1,1,65740.81,0.52,1,0,1,3,Yes,Text,38.48,Social Media,0,0
49,276,3,Interior,4,None,1,2,56630.48,0.51,0,1,1,1,Yes,Email,42.54,Social Media,1,1
41,157,7,Interior,2,Silver,1,1,76613.53,0.57,0,0,1,2,Yes,Phone,38.17,Social Media,0,0
31,179,5,Interior,3,None,1,2,59778.43,0.35,1,1,1,6,No,Email,68.62,Search Engine,0,1
49,132,10,Interior,2,None,0,1,120048.13,0.4,1,0,0,2,Yes,Text,51.94,Friend,1,0
73,311,7,Interior,5,Silver,1,0,70049.55,0.44,0,0,1,2,No,Phone,27.81,Search Engine,0,0
63,348,14,Suite,1,Platinum,1,5,102271.05,0.57,1,0,1,2,Yes,Text,33.81,Friend,1,0
60,28,3,Interior,6,None,1,1,102517.55,0.27,0,0,1,7,No,Phone,59.95,Social Media,0,1
33,260,10,Balcony,3,None,1,2,29406.62,0.52,1,0,1,0,Partial,Text,38.98,Ad,0,0
21,76,7,Interior,4,None,1,2,106403.44,0.62,1,0,1,4,No,Email,23.52,Ad,0,0
69,67,10,Suite,4,None,1,1,33793.6,0.51,1,0,0,5,Partial,Phone,58.44,Friend,0,1
